company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Angel Home Healthcare Services,Dallas,TX,Dallas,Home Health Agency,12,$1M-$3M,Owner,Owner,(972) 776-2224,,www.angelhomehealthcare.com
DFW Home Health of Dallas,Dallas,TX,Dallas,Home Health Agency,15,$1M-$3M,Owner,General Manager,(214) 891-8700,,lhcgroup.com/locations/dfw-home-health-of-dallas/
A One Home Care Inc,Atlanta,GA,Atlanta,Home Health Agency,12,$1M-$3M,Owner,Owner,(404) 422-7847,help@aonehomecare.org,www.aonehomecare.org
Affordable Medical Resources,Atlanta,GA,Atlanta,Home Health Agency,10,$500K-$2M,Owner,Owner,(770) 321-6142,,affordablemedicalresources.com
Trinity Life at Home,Atlanta,GA,Atlanta,Home Health Agency,15,$1M-$3M,Owner,Owner,(678) 731-0831,,trinitylifeathome.com
Full Heart Home Care LLC,Atlanta,GA,Atlanta,Senior Home Care,8,$500K-$1.5M,Owner,Owner,(404) 668-0128,info@FullHeartHomeCare.com,fullhearthomecare.com
Home Care Powered by AUAF,Chicago,IL,Chicago,Senior Home Care,18,$1M-$3M,Owner,Owner,(773) 274-9262,,homecare-aid.com
ASI Home Care Services,Chicago,IL,Chicago,Senior Home Care,15,$1M-$3M,Owner,Owner,(773) 278-5130,,asiservices.org
Amada Senior Care Chicago,Chicago,IL,Chicago,Senior Home Care,10,$500K-$2M,Jennifer Busch,Owner,(312) 971-9292,info.chicago@amadaseniorcare.com,www.amadaseniorcare.com/chicago-senior-care/
Bowes In Home Care,Chicago,IL,Chicago,Senior Home Care,8,$500K-$1.5M,Owner,Owner,(847) 742-5757,info@bihc.com,www.bihc.com
Custom Home Care Chicago,Chicago,IL,Chicago,Senior Home Care,8,$500K-$1.5M,Owner,Owner,(773) 561-4663,,www.customhomecare.net
Primetime Home Health Services,Houston,TX,Houston,Home Health Agency,15,$1M-$3M,Owner,Owner,(713) 977-7721,,pthhs.net
Homewatch CareGivers Houston Galleria,Houston,TX,Houston,Home Health Agency,12,$1M-$3M,Owner,Owner,(713) 766-0908,houstongalleria@homewatchcaregivers.com,www.homewatchcaregivers.com/houston-galleria/
Aleris Home Health,Houston,TX,Houston,Home Health Agency,10,$500K-$2M,Owner,Owner,(281) 313-0087,info@alerishomehealth.com,alerishomehealth.com
Harbor Home Care,Houston,TX,Houston,Home Health Agency,10,$500K-$2M,Owner,Owner,(713) 360-2273,info@harborhomehealth.com,homecare-houston.com
CASA Healthcare,Houston,TX,Houston,Home Health Agency,12,$1M-$3M,Owner,Owner,(281) 485-5775,casainfo@casahealthcare.com,www.casahealthcare.com
Arizona Home Care,Phoenix,AZ,Phoenix,Home Health Agency,18,$1M-$3M,Owner,Owner,,,www.azhomecare.com
"Arizona's Choice Home Health Agency",Phoenix,AZ,Phoenix,Home Health Agency,12,$1M-$3M,Owner,Owner,(623) 444-6765,info@achhcare.com,achhcare.com
Nightingale Homecare,Phoenix,AZ,Phoenix,Home Health Agency,15,$1M-$3M,Owner,Owner,(602) 504-1555,,ngcare.com
Prestige Home Health Care,Phoenix,AZ,Phoenix,Home Health Agency,10,$500K-$2M,Owner,Owner,(602) 279-8471,admin@prestigehomehealthcare.net,www.prestigehomehealthcare.net
Integrity Home Health Phoenix,Phoenix,AZ,Phoenix,Home Health Agency,8,$500K-$2M,Owner,Owner,(602) 997-0500,intake@myintegrityhomecare.com,www.myintegrityhomecare.com
PHC Home Health,Charlotte,NC,Charlotte,Home Health Agency,12,$1M-$3M,Owner,Owner,(704) 522-6149,,www.phcnc.com
EULA Home Care Agency,Charlotte,NC,Charlotte,Home Health Agency,10,$500K-$2M,Owner,Owner,(704) 741-0047,,eulahomecare.com
Carepoint Home Care,Charlotte,NC,Charlotte,Home Health Agency,8,$500K-$1.5M,Owner,Owner,(980) 226-5516,info@carepointinc.com,carepointinc.com
Healthy Services of Tampa,Tampa,FL,Tampa,Home Health Agency,10,$500K-$2M,Owner,Owner,(813) 932-9922,healthyservicesoftampa@gmail.com,healthyservicesoftampa.com
Inspire Home Healthcare,Tampa,FL,Tampa,Home Health Agency,8,$500K-$2M,Owner,Owner,(813) 374-7078,Inspirefaq@gmail.com,inspirehhc.org
Serene Home Care,Tampa,FL,Tampa,Home Health Agency,8,$500K-$1.5M,Owner,Owner,(813) 374-0268,info@serene-homecare.com,serene-homecare.com
Bayshore Home Care,Tampa,FL,Tampa,Senior Home Care,12,$500K-$2M,Owner,Owner,(813) 207-0044,,www.bayshorehomecare.com
Wisemor Healthcare,Tampa,FL,Tampa,Home Health Agency,10,$500K-$2M,Owner,Owner,(540) 728-7002,,
Amada Senior Care Orlando,Orlando,FL,Orlando,Senior Home Care,10,$500K-$2M,Dell Gray,Owner,(407) 378-6998,dell.g@amadaseniorcare.com,www.amadaseniorcare.com/orlando-senior-care/
Preferred Care at Home Northeast Orlando,Orlando,FL,Orlando,Senior Home Care,8,$500K-$1.5M,Owner,Owner,(407) 601-3960,Robinn@preferhome.com,preferhome.com/locations/northeast-orlando/
Senior Helpers Orlando,Orlando,FL,Orlando,Senior Home Care,12,$500K-$2M,Dale Gardner,Owner,(407) 628-4357,,www.seniorhelpers.com/fl/orlando/
ABC Home Healthcare Professionals,Boston,MA,Boston,Home Health Agency,15,$1M-$3M,Owner,Owner,(781) 245-1880,info@abchhp.com,abchhp.com
Traditions Home Health Services,Boston,MA,Boston,Home Health Agency,10,$500K-$2M,Owner,Owner,(617) 376-3711,info@traditionshhs.com,www.traditionshhs.com
Diverse Tender Care LLC,Boston,MA,Boston,Home Health Agency,8,$500K-$1.5M,Marie Pierre,Owner,(857) 233-9391,,diversetendercare.com
ABP Best Home Care Agency,Boston,MA,Boston,Home Health Agency,10,$500K-$2M,Owner,Owner,(617) 779-8400,,abpbesthomecare.com
MEIGER Health,Washington,DC,Washington DC,Home Health Agency,10,$500K-$2M,Owner,Owner,(202) 563-8690,info@meigerhealth.com,meigerhealth.com
Direct Care Home Health Services,Washington,DC,Washington DC,Home Health Agency,12,$1M-$3M,Owner,Owner,(202) 800-9005,info@dchhs.net,www.dchhs.net
VMT Home Care,Washington,DC,Washington DC,Home Health Agency,10,$500K-$2M,Owner,Owner,(202) 282-3004,,www.vmthc.com
MBI Home Health Agency,Washington,DC,Washington DC,Home Health Agency,15,$1M-$3M,Owner,Owner,(202) 388-9202,info@mbihs.com,mbihs.com
Trio Home Health Care of San Diego,San Diego,CA,San Diego,Home Health Agency,10,$500K-$2M,Owner,Owner,(760) 632-8746,info@triohhcsd.com,www.triohhcsd.com
ELITE Home Care of San Diego,San Diego,CA,San Diego,Home Health Agency,8,$500K-$1.5M,Owner,Owner,(858) 397-2097,info@Elite-HomeCare.com,elite-homecare.com
Mission Home Health of San Diego,San Diego,CA,San Diego,Home Health Agency,12,$1M-$3M,Owner,Owner,(888) 871-0766,info@homewithmission.com,homewithmission.com
Bridge Home Health San Diego,San Diego,CA,San Diego,Home Health Agency,10,$500K-$2M,Owner,Owner,(858) 455-5000,,bridgehh.com
Cargomaxx Logistics,Chicago,IL,Chicago,Freight Brokerage,12,$1M-$5M,Owner,Owner,(847) 981-4111,info@cargomaxxlogistics.com,www.cargomaxxlogistics.com
Amplify Logistics,Chicago,IL,Chicago,Freight Brokerage,10,$1M-$5M,Owner,Owner,(331) 333-8926,solutions@amplifylogistics.com,amplifylogistics.com
Warrior Logistics Chicago,Chicago,IL,Chicago,Freight Brokerage,15,$2M-$5M,Owner,Owner,,,www.warriorlogistics.com
MAI Fulfillment,Chicago,IL,Chicago,Freight Brokerage,18,$2M-$5M,Owner,Owner,(800) 511-9384,,maifulfillment.com
IL Machine Co,Chicago,IL,Chicago,Machine Shop / Metal Fabrication,12,$1M-$5M,Owner,Owner,,,
Wayward Machine Co,Chicago,IL,Chicago,Machine Shop / Metal Fabrication,8,$1M-$3M,Owner,Owner,,,
Suburban Welding & Steel,Chicago,IL,Chicago,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,(847) 678-1264,info@suburbanweldingandsteel.com,www.suburbanweldingandsteel.com
J&J Machine,Chicago,IL,Chicago,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
Couriers Chicago,Chicago,IL,Chicago,Courier / Last Mile Delivery,10,$1M-$3M,Owner,Owner,,,
Best Courier,Libertyville,IL,Chicago,Courier / Last Mile Delivery,12,$1M-$3M,Owner,Owner,,,
On Time Messenger Service,Chicago,IL,Chicago,Courier / Last Mile Delivery,8,$500K-$2M,Owner,Owner,,,
Krewe Logistics,Dallas,TX,Dallas,Freight Brokerage,10,$1M-$5M,Owner,Owner,,,
Next Exit Logistics,Dallas,TX,Dallas,Freight Brokerage,8,$1M-$3M,Owner,Owner,,,
Cowtown Express,Fort Worth,TX,Dallas,Freight Brokerage,18,$2M-$5M,Owner,Owner,,,
Truck Dispatch Solutions,Dallas,TX,Dallas,Trucking Dispatch,8,$500K-$2M,Owner,Owner,,,
Hopsway Enterprise,Dallas,TX,Dallas,Trucking Dispatch,6,$500K-$1.5M,Owner,Owner,,,
DHS Trucking,Dallas,TX,Dallas,Trucking Dispatch,10,$1M-$3M,Owner,Owner,,,
Eagle Express,Dallas,TX,Dallas,Courier / Last Mile Delivery,15,$1M-$3M,Owner,Owner,,,
FTC Industries,Dallas,TX,Dallas,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
"CJ's Machine & Fab Shop",Fort Worth,TX,Dallas,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
Davis Metal Stamping,Dallas,TX,Dallas,Machine Shop / Metal Fabrication,12,$1M-$5M,Owner,Owner,,,
Continental Manufacturing,Dallas,TX,Dallas,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
Baldwin Metals Fabrication,Dallas,TX,Dallas,Machine Shop / Metal Fabrication,12,$1M-$5M,Owner,Owner,,,
Holly Fabrications,Dallas,TX,Dallas,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
Texas Catering,Dallas,TX,Dallas,Catering Company,12,$500K-$2M,Owner,Owner,,,
A La Carte Catering Dallas,Dallas,TX,Dallas,Catering Company,10,$500K-$2M,Owner,Owner,,,
Awesome Catering DFW,Dallas,TX,Dallas,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Carnival Catering,Dallas,TX,Dallas,Catering Company,10,$500K-$2M,Owner,Owner,,,
The Chef Kristen,Dallas,TX,Dallas,Catering Company,6,$500K-$1.5M,Chef Kristen,Owner,,,
Accountable Truck Dispatching,Atlanta,GA,Atlanta,Trucking Dispatch,8,$500K-$2M,Owner,Owner,,,
Ga Girl Trucking & Dispatch LLC,Atlanta,GA,Atlanta,Trucking Dispatch,6,$500K-$1.5M,Owner,Owner,,,
Dispatch Next Load,Atlanta,GA,Atlanta,Trucking Dispatch,5,$500K-$1M,Owner,Owner,,,
Truck Dispatch 360,Atlanta,GA,Atlanta,Trucking Dispatch,8,$500K-$2M,Owner,Owner,,,
M&J Dispatch,Atlanta,GA,Atlanta,Trucking Dispatch,5,$500K-$1M,Owner,Owner,,,
Li-Way,Atlanta,GA,Atlanta,Freight Brokerage,15,$2M-$5M,Owner,Owner,,,
Piper Logistics,Atlanta,GA,Atlanta,Freight Brokerage,12,$1M-$5M,Owner,Owner,,,
Lake Park Logistics,Atlanta,GA,Atlanta,Freight Brokerage,10,$1M-$5M,Owner,Owner,,,
Silvasons Machine Shop,Atlanta,GA,Atlanta,Machine Shop / Metal Fabrication,12,$1M-$3M,Owner,Owner,,,
Atlanta General Machine Works,Atlanta,GA,Atlanta,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
Capital City Machine Shop,Atlanta,GA,Atlanta,Machine Shop / Metal Fabrication,18,$2M-$5M,Owner,Owner,,,
JF Fabrication,Atlanta,GA,Atlanta,Machine Shop / Metal Fabrication,8,$1M-$3M,Owner,Owner,,,
All Events Catering Company,Atlanta,GA,Atlanta,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Chef Brown Catering,Atlanta,GA,Atlanta,Catering Company,6,$500K-$1.5M,Chef Brown,Owner,,,
Figs & Honey Catering,Atlanta,GA,Atlanta,Catering Company,10,$500K-$2M,Owner,Owner,,,
Three Sisters Catering,Atlanta,GA,Atlanta,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
A Delightful Bitefull Catering,Atlanta,GA,Atlanta,Catering Company,10,$500K-$2M,Owner,Owner,(770) 565-4146,,bitefull.com
Chariot Logistics Inc,Nashville,TN,Nashville,Freight Brokerage,10,$1M-$5M,Owner,Owner,,,
Garrett Logistics LLC,Nashville,TN,Nashville,Freight Brokerage,8,$1M-$3M,Owner,Owner,,,
Fast Lane LLC,Nashville,TN,Nashville,Freight Brokerage,6,$1M-$3M,Owner,Owner,,,
Stage Left Catering,Mount Juliet,TN,Nashville,Catering Company,12,$500K-$2M,Owner,Owner,(615) 773-2258,stageleftinc@aol.com,stageleftcatering.com
Beyond Details Catering,Nashville,TN,Nashville,Catering Company,10,$500K-$2M,Owner,Owner,,,
Deep South Flavor Catering,Nashville,TN,Nashville,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Panache Catering Nashville,Nashville,TN,Nashville,Catering Company,10,$500K-$2M,Owner,Owner,,,
Clean Plate Club,Nashville,TN,Nashville,Catering Company,12,$500K-$2M,Owner,Owner,,,
"Cliff's Cabinet Company",Nashville,TN,Nashville,Cabinet Manufacturer,12,$1M-$3M,Owner,Owner,,,
Tiger Cabinetry,Antioch,TN,Nashville,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
E-Z Kitchens,Nashville,TN,Nashville,Cabinet Manufacturer,10,$1M-$3M,Owner,Owner,,,
Walkup Company,Houston,TX,Houston,Machine Shop / Metal Fabrication,18,$2M-$5M,Owner,Owner,(713) 675-6383,info@walkupco.com,www.walkupco.com
Texas Sheet Metal Services,Houston,TX,Houston,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
MSM Machine Works,Houston,TX,Houston,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
C & S Metal Fabricating,Houston,TX,Houston,Machine Shop / Metal Fabrication,12,$1M-$5M,Owner,Owner,,,
Fabworks Houston,Houston,TX,Houston,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
Houston Trucking Solutions,Houston,TX,Houston,Trucking Dispatch,8,$500K-$2M,Owner,Owner,,,
Easy Cargo Logistics,Houston,TX,Houston,Trucking Dispatch,6,$500K-$1.5M,Owner,Owner,,,
W.M. Dewey & Son,Houston,TX,Houston,Trucking Dispatch,15,$1M-$3M,Owner,Owner,,,
NR Swanks Freight Brokerage,Houston,TX,Houston,Freight Brokerage,8,$1M-$3M,Owner,Owner,,,
Jimmy Cowart Transportation Services,Houston,TX,Houston,Freight Brokerage,12,$1M-$5M,Owner,Owner,,,
Fork and Flavor Catering,Houston,TX,Houston,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Bailey Connor Catering,Houston,TX,Houston,Catering Company,10,$500K-$2M,Owner,Owner,(713) 932-8335,mail@baileyconnor.com,www.baileyconnor.com
Keifs Catering,Houston,TX,Houston,Catering Company,12,$500K-$2M,Owner,Owner,(713) 530-5921,,keifscatering.com
"TJ's Catering",Houston,TX,Houston,Catering Company,10,$500K-$2M,Owner,Owner,,,
Southern Standard Events & Catering,Houston,TX,Houston,Catering Company,12,$500K-$2M,Owner,Owner,,,
Distinctive Cabinets LLC,Charlotte,NC,Charlotte,Cabinet Manufacturer,10,$1M-$3M,Steve Young,Owner,(704) 529-6234,,www.distinctivecabinets.com
Woodshop QC,Charlotte,NC,Charlotte,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
"Eudy's Custom Cabinets",Charlotte,NC,Charlotte,Cabinet Manufacturer,12,$1M-$5M,Owner,Owner,,,
Century Cabinets Inc,Charlotte,NC,Charlotte,Cabinet Manufacturer,15,$1M-$5M,Owner,Owner,,,
National Kitchen & Bath Cabinetry,Charlotte,NC,Charlotte,Cabinet Manufacturer,18,$2M-$5M,Owner,Owner,,,
Kelly & Co Events,Charlotte,NC,Charlotte,Event Planning Company,6,$500K-$1.5M,Owner,Owner,,,
J.Leigh Events,Charlotte,NC,Charlotte,Event Planning Company,8,$500K-$2M,Owner,Owner,,,
Spark By Design,Charlotte,NC,Charlotte,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
Purposely Designed Event Planning,Charlotte,NC,Charlotte,Event Planning Company,5,$500K-$1M,Patrice Miller,Owner,,,
Fabulously Created Events,Charlotte,NC,Charlotte,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
Special Moments Events,Tampa,FL,Tampa,Event Planning Company,8,$500K-$2M,Tammy Waterman,Owner,,,eventsbyspecialmoments.com
Core Concepts Tampa,Tampa,FL,Tampa,Event Planning Company,10,$500K-$2M,Owner,Owner,,,
The Social Affair,Tampa,FL,Tampa,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
Eventing Tampa Bay,Tampa,FL,Tampa,Event Planning Company,6,$500K-$1.5M,Owner,Owner,,,
Tampa Bay Signs LLC,St. Petersburg,FL,Tampa,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
Mid-Florida Signs & Graphics,Tampa,FL,Tampa,Sign Manufacturing,12,$1M-$3M,Owner,Owner,,,
Tampa Sign Company,Tampa,FL,Tampa,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Amazing Signs LLC,Tampa,FL,Tampa,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
BASH Orlando,Orlando,FL,Orlando,Event Planning Company,8,$500K-$2M,Owner,Owner,,,
Just Marry Events,Orlando,FL,Orlando,Event Planning Company,10,$500K-$2M,Owner,Owner,(407) 259-2388,info@justmarry.com,justmarry.com
Socialite Events,Orlando,FL,Orlando,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
Simply Enchanted Events,Orlando,FL,Orlando,Event Planning Company,6,$500K-$1.5M,Owner,Owner,,,
Wholesale Signs Fabricators,Orlando,FL,Orlando,Sign Manufacturing,12,$1M-$3M,Owner,Owner,,,
Creative Signs Inc,Orlando,FL,Orlando,Sign Manufacturing,15,$1M-$5M,Owner,Owner,,,
Orlando Sign Company,Orlando,FL,Orlando,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
Prime Signs US,Orlando,FL,Orlando,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Metal Pro Inc,Phoenix,AZ,Phoenix,Machine Shop / Metal Fabrication,12,$1M-$3M,Owner,Owner,,,
MetzFab Industries,Phoenix,AZ,Phoenix,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
Advanced Metal Sales,Phoenix,AZ,Phoenix,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
K-zell Metals,Phoenix,AZ,Phoenix,Machine Shop / Metal Fabrication,12,$1M-$5M,Owner,Owner,(602) 232-5882,info@kzell.com,www.kzell.com
Force Freight Logistics,Mesa,AZ,Phoenix,Freight Brokerage,10,$1M-$3M,Owner,Owner,,,
Cowtown Logistics Phoenix,Phoenix,AZ,Phoenix,Freight Brokerage,12,$1M-$5M,Owner,Owner,,,
NY Minute Messenger & Trucking,New York,NY,New York City,Courier / Last Mile Delivery,12,$1M-$3M,Owner,Owner,,,
Xentra Transport,New York,NY,New York City,Courier / Last Mile Delivery,10,$1M-$3M,Owner,Owner,,,
RDS Same Day Delivery,New York,NY,New York City,Courier / Last Mile Delivery,15,$1M-$3M,Owner,Owner,,,
"Mitchell'sNY Logistics",New York,NY,New York City,Courier / Last Mile Delivery,18,$2M-$5M,Owner,Owner,,,
ShimmerNYC,New York,NY,New York City,Event Planning Company,8,$500K-$2M,Owner,Owner,,,
NYC Event Pro,New York,NY,New York City,Event Planning Company,6,$500K-$1.5M,Owner,Owner,,,
LC Events,New York,NY,New York City,Event Planning Company,8,$500K-$2M,Owner,Owner,,,
Continental Signs Etc,Los Angeles,CA,Los Angeles,Sign Manufacturing,12,$1M-$3M,Owner,Owner,,,
Signature Signs,Thousand Oaks,CA,Los Angeles,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
"Dave's Signs",Los Angeles,CA,Los Angeles,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Signmakers LA,Los Angeles,CA,Los Angeles,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
L.A. Sign Company,Los Angeles,CA,Los Angeles,Sign Manufacturing,15,$1M-$5M,Owner,Owner,(818) 235-7681,info@lasignco.com,www.lasignco.com
GBL Signs,Los Angeles,CA,Los Angeles,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
"Holland's Custom Cabinets",San Diego,CA,San Diego,Cabinet Manufacturer,12,$1M-$3M,Owner,Owner,,,
Imperial Custom Cabinets,San Diego,CA,San Diego,Cabinet Manufacturer,10,$1M-$3M,Owner,Owner,,,
California Custom Cabinetry,San Diego,CA,San Diego,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
Custom Cabinet of San Diego,San Diego,CA,San Diego,Cabinet Manufacturer,10,$1M-$3M,Owner,Owner,,,
Precision Custom Cabinets SD,San Diego,CA,San Diego,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
Dig Courier,San Francisco,CA,San Francisco Bay Area,Courier / Last Mile Delivery,8,$500K-$2M,Owner,Owner,,,
Bay Area Courier Service,San Francisco,CA,San Francisco Bay Area,Courier / Last Mile Delivery,10,$1M-$3M,Owner,Owner,,,
Bottom Line Delivery,San Francisco,CA,San Francisco Bay Area,Courier / Last Mile Delivery,12,$1M-$3M,Owner,Owner,,,
King Courier,San Francisco,CA,San Francisco Bay Area,Courier / Last Mile Delivery,15,$1M-$3M,Owner,Owner,,,
Jet Delivery,Hayward,CA,San Francisco Bay Area,Courier / Last Mile Delivery,12,$1M-$3M,Owner,Owner,,,
Dream A Little Dream Events,San Francisco,CA,San Francisco Bay Area,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
ABCey Events,San Francisco,CA,San Francisco Bay Area,Event Planning Company,8,$500K-$2M,Owner,Owner,(415) 320-6426,amanda@abcey.com,abcey.com
Lily Spruce Events,San Francisco,CA,San Francisco Bay Area,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
JBD Events,San Francisco,CA,San Francisco Bay Area,Event Planning Company,8,$500K-$2M,Owner,Owner,,,
Kintz Cabinets,Orange County,CA,Orange County,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
CC Custom Furniture & Cabinetry,Westminster,CA,Orange County,Cabinet Manufacturer,10,$1M-$3M,Owner,Owner,,,
Cabinets Plus Orange County,Orange County,CA,Orange County,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
Thoemmes Cabinet Makers,Orange County,CA,Orange County,Cabinet Manufacturer,12,$1M-$5M,Owner,Owner,,,
Love At First Bite Catering,Huntington Beach,CA,Orange County,Catering Company,10,$500K-$2M,Owner,Owner,,,
"Colette's Catering & Events",Fullerton,CA,Orange County,Catering Company,12,$500K-$2M,Owner,Owner,(714) 447-9190,info@colettesevents.com,colettesevents.com
Canyon Catering,Anaheim,CA,Orange County,Catering Company,10,$500K-$2M,Owner,Owner,,,
"Jay's Catering",Orange County,CA,Orange County,Catering Company,15,$500K-$2M,Owner,Owner,,,
Sapphire Catering,Orange County,CA,Orange County,Catering Company,10,$500K-$2M,Owner,Owner,,,
Andrew Roby Events,Washington,DC,Washington DC,Event Planning Company,8,$500K-$2M,Andrew Roby,Owner,,,andrewrobyevents.com
The DC Event Planner,Washington,DC,Washington DC,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
Anyvent Event Planning,Washington,DC,Washington DC,Event Planning Company,6,$500K-$1.5M,Owner,Owner,,,
Bash DC,Washington,DC,Washington DC,Event Planning Company,8,$500K-$2M,Owner,Owner,,,
Artcraft Sign Company,Denver,CO,Denver,Sign Manufacturing,10,$1M-$3M,Owner,Owner,(303) 777-7771,,artcraftsign.com
Freeman Signs,Denver,CO,Denver,Sign Manufacturing,12,$1M-$3M,Owner,Owner,,,
Royal Signs Denver,Denver,CO,Denver,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
Magnify Signs,Denver,CO,Denver,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Vision Visual Signs,Denver,CO,Denver,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
MAG Events Denver,Denver,CO,Denver,Event Planning Company,8,$500K-$2M,Owner,Owner,,,
Roz Events,Denver,CO,Denver,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
Promise Event Planners,Denver,CO,Denver,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
Mountainside Events,Denver,CO,Denver,Event Planning Company,6,$500K-$1.5M,Owner,Owner,,,
Catering by Design,Denver,CO,Denver,Catering Company,15,$500K-$2M,Owner,Owner,(303) 781-5335,info@cateringbydesignco.com,cateringbd.com
Serendipity Catering Denver,Denver,CO,Denver,Catering Company,10,$500K-$2M,Owner,Owner,,,
Colorado Catering Company,Aurora,CO,Denver,Catering Company,12,$500K-$2M,Owner,Owner,,,
Mile High Catering,Centennial,CO,Denver,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
ViDa Eats Catering,Denver,CO,Denver,Catering Company,6,$500K-$1.5M,Owner,Owner,,,
